IssuerId,IssuerId2,BusinessYear,StateCode,SourceName,NetworkName,NetworkURL,RowNumber,MarketCoverage,DentalOnlyPlan
16842,16842,2018,FL,HIOS,BlueSelect,http://opd.bcbsfl.com,14,,
23841,23841,2018,FL,HIOS,QHP PPO_OAMC_Florida,http://www.aetna.com/individuals-families-health-insurance/buy-insurance/exchange/fl.html,13,,
27357,27357,2018,FL,HIOS,Health First Health Plans,www.healthfirsthealthplans.org,13,,
30115,30115,2018,FL,HIOS,Blue Dental Choice,http://floridabluedental.com/find-a-dentist.aspx,13,,
30219,30219,2018,FL,HIOS,EHB Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_FL&planType=DUAL&custNum=0383201&networkID=2,13,,
30219,30219,2018,FL,HIOS,EHB Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_FL&planType=DUAL&custNum=0383201&networkID=2,14,,
30219,30219,2018,FL,HIOS,Family Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_FL&planType=DUAL&custNum=0383201&networkID=2,15,,
30219,30219,2018,FL,HIOS,Family Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_FL&planType=DUAL&custNum=0383201&networkID=2,16,,
30252,30252,2018,FL,HIOS,BlueCare,http://opd.bcbsfl.com,13,,
35783,35783,2018,FL,HIOS,HMO Premier,http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=347,13,,
35783,35783,2018,FL,HIOS,South Florida HUMx HMOx,http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=798,14,,
35783,35783,2018,FL,HIOS,Tampa Bay HUMx HMOx,http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=799,15,,
43274,43274,2018,FL,HIOS,EssentialSmile PPO,www.Solsticecare.com/provider-search.aspx,13,,
48121,48121,2018,FL,HIOS,Florida LocalPlus Network,www.Cigna.com/ifp-providers,13,,
48129,48129,2018,FL,HIOS,Renaissance Dental,www.renaissancedental.com/Find-a-Dentist,13,,
48129,48129,2018,FL,HIOS,Delta Dental,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl,14,,
49193,49193,2018,FL,HIOS,Advantage Plus,https://secure.ucci.com/tp2fad/?network=074,13,,
51398,51398,2018,FL,HIOS,Miami Dade A,http://www.pmpmarketplace.com/plans/providers.pdf,13,,
51398,51398,2018,FL,HIOS,Miami Dade B,http://www.pmpmarketplace.com/plans/providers.pdf,14,,
51398,51398,2018,FL,HIOS,Broward,http://www.pmpmarketplace.com/plans/51398FL0650001/providers.pdf,15,,
54172,54172,2018,FL,HIOS,Molina Marketplace,http://www.molinahealthcare.com/providersearch,13,,
56503,56503,2018,FL,HIOS,FHCP HMO Network,http://www.fhcp.com/individual-plans/,13,,
56503,56503,2018,FL,HIOS,FHCP Partners In Care Network,http://www.fhcp.com/individual-plans/,14,,
57451,57451,2018,FL,HIOS,Carelink from CoventryOne,http://fl.coventryproviders.com,13,,
57451,57451,2018,FL,HIOS,CoventryOne Exchange HMO,http://fl.coventryproviders.com,14,,
59667,59667,2018,FL,HIOS,DentaQuest of Florida Inc,www.dentaquest.com,13,,
77150,77150,2018,FL,HIOS,Health First Insurance,www.healthfirstinsurance.org,13,,
85543,85543,2018,FL,HIOS,Lincoln Dental Connect,http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L,13,,
86382,86382,2018,FL,HIOS,Ambetter from Sunshine Health,http://ambetter.sunshinehealth.com/findadoc,13,,
97725,97725,2018,FL,HIOS,Delta Dental PPO,http://www.deltadentalins.com/find-a-dentist/,13,,
97725,97725,2018,FL,HIOS,DeltaCare USA DHMO,http://www.deltadentalins.com/find-a-dentist/,14,,
98534,98534,2018,FL,HIOS,EHB Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_FL&planType=DUAL&custNum=0383201&networkID=2,13,,
98534,98534,2018,FL,HIOS,EHB Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_FL&planType=DUAL&custNum=0383201&networkID=2,14,,
98534,98534,2018,FL,HIOS,Family Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_FL&planType=DUAL&custNum=0383201&networkID=2,15,,
98534,98534,2018,FL,HIOS,Family Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_FL&planType=DUAL&custNum=0383201&networkID=2,16,,
99787,99787,2018,FL,HIOS,Dentegra Dental PPO,http://www.dentegra.com/find-a-dentist,13,,
28167,28167,2018,GA,HIOS,Dentegra Dental PPO,http://www.dentegra.com/find-a-dentist,13,,
37001,37001,2018,GA,HIOS,National POS Open Access,http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=319,13,,
37001,37001,2018,GA,HIOS,Humana Dental PPO Traditional Preferred,https://www.humana.com/finder/search?customerID=1085&pfpkey=317,14,,
45495,45495,2018,GA,HIOS,Ambetter from Peach State Health Plan,http://ambetter.pshpgeorgia.com/findadoc,13,,
49046,49046,2018,GA,HIOS,Pathway X,https://www.bcbsga.com/health-insurance/provider-directory/searchcriteria?brand=bcbsga,13,,
49046,49046,2018,GA,HIOS,Pathway X (with dental),https://www.bcbsga.com/health-insurance/provider-directory/searchcriteria?brand=bcbsga,14,,
50491,50491,2018,GA,HIOS,GA PPO,cigna.benefitnation.net/Cignadol/default.asp?employer=ISG-01&,13,,
50662,50662,2018,GA,HIOS,Lincoln Dental Connect,http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L,13,,
50988,50988,2018,GA,HIOS,Advantage Plus,https://secure.ucci.com/tp2fad/?network=074,13,,
55612,55612,2018,GA,HIOS,EHB Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_GA&planType=DPPO&networkID=2,13,,
55612,55612,2018,GA,HIOS,EHB Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_GA&planType=DPPO&networkID=2,14,,
55612,55612,2018,GA,HIOS,Family Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_GA&planType=DPPO&networkID=2,15,,
55612,55612,2018,GA,HIOS,Family Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_GA&planType=DPPO&networkID=2,16,,
63411,63411,2018,GA,HIOS,Dental Prime,www.bcbsga.com,13,,
63940,63940,2018,GA,HIOS,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,13,,
73231,73231,2018,GA,HIOS,Renaissance Dental,www.renaissancedental.com/Find-a-Dentist,13,,
73231,73231,2018,GA,HIOS,Delta Dental,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl,14,,
83502,83502,2018,GA,HIOS,DenteMax,http://www2.dentemax.com/,13,,
83761,83761,2018,GA,HIOS,FFE and SHOP,www.AHPAssist.com,13,,
86637,86637,2018,GA,HIOS,Delta Dental PPO,http://www.deltadentalins.com/find-a-dentist/,13,,
89942,89942,2018,GA,HIOS,Kaiser Permanente HMO,https://healthy.kaiserpermanente.org/health/care/consumer/locate-our-services/doctors-and-locations,13,,
93332,93332,2018,GA,HIOS,Atlanta HMOx,http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=804,13,,
93332,93332,2018,GA,HIOS,Columbus GA HMOx,http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=758,14,,
93332,93332,2018,GA,HIOS,Savannah HMOx,http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=805,15,,
93332,93332,2018,GA,HIOS,National POS Open Access,http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=319,16,,
83350,83350,2018,IL,HIOS,EHB Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_IL&planType=DPPO&networkID=2,13,,
83350,83350,2018,IL,HIOS,EHB Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_IL&planType=DPPO&networkID=2,14,,
83350,83350,2018,IL,HIOS,Family Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_IL&planType=DPPO&networkID=2,15,,
83350,83350,2018,IL,HIOS,Family Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_IL&planType=DPPO&networkID=2,16,,
17575,17575,2018,IN,HIOS,[Indiana Individual On Exchange Network] Pathway X HMO POS,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,13,,
17575,17575,2018,IN,HIOS,[Indiana Individual On Exchange Network] Pathway X HMO POS (with dental),https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,14,,
17575,17575,2018,IN,HIOS,[Indiana Small Group On Exchange Network] Blue Preferred HMO POS,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,15,,
17575,17575,2018,IN,HIOS,[Indiana Individual Off Exchange Network] Pathway HMO POS,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,16,,
17575,17575,2018,IN,HIOS,[Indiana Small Group Off Exchange Network] Blue Preferred HMO POS,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,17,,
17575,17575,2018,IN,HIOS,Dental Prime,www.anthem.com,18,,
35065,35065,2018,IN,HIOS,Ambetter from MHS,http://ambetter.mhsindiana.com/findadoc,13,,
43499,43499,2018,IN,HIOS,Dentemax,http://www2.dentemax.com/Members/FindADentist.aspx,13,,
50816,50816,2018,IN,HIOS,PHP Premier,http://www.phpni.com/marketplace/providerdirectory,13,,
50816,50816,2018,IN,HIOS,PHP Select,http://www.phpni.com/marketplace/providerdirectory,14,,
50816,50816,2018,IN,HIOS,PHP Dental,http://www.phpni.com/marketplace/providerdirectory,15,,
56340,56340,2018,IN,HIOS,Lincoln Dental Connect,http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L,13,,
59560,59560,2018,IN,HIOS,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,13,,
69051,69051,2018,IN,HIOS,EHB Basic Dental Plan (Low),https://www.metlife.com/dental,13,,
69051,69051,2018,IN,HIOS,EHB Enhanced Dental Plan (High),https://www.metlife.com/dental,14,,
69051,69051,2018,IN,HIOS,Family Basic Dental Plan (Low),https://www.metlife.com/dental,15,,
69051,69051,2018,IN,HIOS,Family Enhanced Dental Plan (High),https://www.metlife.com/dental,16,,
83557,83557,2018,IN,HIOS,DenteMax,http://www2.dentemax.com/,13,,
83557,83557,2018,IN,HIOS,Maverest Dental Alliance,http://www.maverest.com/,14,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,13,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,14,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,15,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,16,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,17,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,18,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,19,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,20,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,21,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,22,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,23,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,24,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,25,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,26,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,27,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,28,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,29,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,30,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,31,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,32,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,33,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,34,,
85320,85320,2018,IN,HIOS,MDwise,mdwise.org/marketplace/findadoctor,35,,
91920,91920,2018,IN,HIOS,Dentegra Dental PPO,http://www.dentegra.com/find-a-dentist,13,,
18575,18575,2018,LA,HIOS,ACB,http://www.alwayscarebenefits.com/comm/providers/LADentalProviderDirectory.pdf,13,,
18802,18802,2018,LA,HIOS,Delta Dental PPO,http://www.deltadentalins.com/find-a-dentist/,13,,
19636,19636,2018,LA,HIOS,HMO Louisiana HMOPOS Vision Dental,http://www.bcbsla.com/hmopos-medical-vision-dental,13,,
19636,19636,2018,LA,HIOS,Blue Connect Vision Dental,http://www.bcbsla.com/blueconnect-medical-vision-dental,14,,
19636,19636,2018,LA,HIOS,Community Blue Vision Dental,http://www.bcbsla.com/communityblue-medical-vision-dental,15,,
42544,42544,2018,LA,HIOS,Dentegra Dental PPO,http://www.dentegra.com/find-a-dentist,13,,
44965,44965,2018,LA,HIOS,New Olreans HMOx,http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=802,13,,
44965,44965,2018,LA,HIOS,Humana ChoiceCare Network PPO,http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=124,14,,
44965,44965,2018,LA,HIOS,Humana Dental PPO Traditional Preferred,https://www.humana.com/finder/search?customerID=1085&pfpkey=317,15,,
67202,67202,2018,LA,HIOS,POS Network,http://www.mylahc.org/members,13,,
67202,67202,2018,LA,HIOS,HMO New Orleans Area,http://www.mylahc.org/members,14,,
67202,67202,2018,LA,HIOS,HMO Baton Rouge Area,http://www.mylahc.org/members,15,,
67202,67202,2018,LA,HIOS,HMO Lafayette Area,http://www.mylahc.org/members,16,,
67202,67202,2018,LA,HIOS,HMO Shreveport Area,http://www.mylahc.org/members,17,,
67243,67243,2018,LA,HIOS,Vantage Tier 1 Network,http://www.vhpla.com/marketplace/,13,,
75409,75409,2018,LA,HIOS,EHB Basic Dental Plan (Low),https://www.metlife.com/dental,13,,
75409,75409,2018,LA,HIOS,EHB Enhanced Dental Plan (High),https://www.metlife.com/dental,14,,
75409,75409,2018,LA,HIOS,Family Basic Dental Plan (Low),https://www.metlife.com/dental,15,,
75409,75409,2018,LA,HIOS,Family Enhanced Dental Plan (High),https://www.metlife.com/dental,16,,
78461,78461,2018,LA,HIOS,DenteMax,http://www2.dentemax.com/,13,,
86868,86868,2018,LA,HIOS,Lincoln Dental Connect,http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L,13,,
87390,87390,2018,LA,HIOS,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,13,,
97176,97176,2018,LA,HIOS,Preferred Care PPO Vision Dental,http://www.bcbsla.com/ppo-medical-vision-dental,13,,
97176,97176,2018,LA,HIOS,United Concordia Dental,http://www.bcbsla.com/uc-dental,14,,
11083,11083,2018,MI,HIOS,EHB Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_MI&planType=DPPO&networkID=2,13,,
11083,11083,2018,MI,HIOS,EHB Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_MI&planType=DPPO&networkID=2,14,,
11083,11083,2018,MI,HIOS,Family Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_MI&planType=DPPO&networkID=2,15,,
11083,11083,2018,MI,HIOS,Family Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_MI&planType=DPPO&networkID=2,16,,
29416,29416,2018,MO,HIOS,CONNECTION Dental through PPO USA,http://www.ppousa.com/patients/index.html,13,,
29416,29416,2018,MO,HIOS,DenteMax,http://www2.dentemax.com/,14,,
30613,30613,2018,MO,HIOS,Humana Dental PPO/Traditional Preferred,https://www.humana.com/finder/search?customerID=1085&pfpkey=317,13,,
32753,32753,2018,MO,HIOS,Pathway X,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,13,,
32753,32753,2018,MO,HIOS,Blue Preferred,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,14,,
32753,32753,2018,MO,HIOS,Pathway X (with dental),https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,15,,
32753,32753,2018,MO,HIOS,Blue Preferred (with dental),https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,16,,
32753,32753,2018,MO,HIOS,Dental Prime,www.anthem.com,17,,
32904,32904,2018,MO,HIOS,Advantica Dental Benefits Inc.,www.advanticabenefits.com,13,,
34762,34762,2018,MO,HIOS,Preferred Care Blue,http://www.bluekc.com/ExchangeNetwork,13,,
34762,34762,2018,MO,HIOS,BlueSelect,http://www.bluekc.com/ExchangeNetwork,14,,
39371,39371,2018,MO,HIOS,First Commonwealth,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,13,,
40807,40807,2018,MO,HIOS,Delta Dental Premier,https://www.deltadentalmo.com/Subscribers/Provider_search?PlanType=Premier,13,,
40807,40807,2018,MO,HIOS,Delta Dental PPO,https://www.deltadentalmo.com/Subscribers/Provider_search?PlanType=PPO,14,,
44240,44240,2018,MO,HIOS,PPO Exchange,http://ks.coventryproviders.com,13,,
44527,44527,2018,MO,HIOS,PPO Network,http://MOSL.coventryproviders.com,13,,
44527,44527,2018,MO,HIOS,Carelink from Coventry Network,http://MOSL.coventryproviders.com,14,,
48616,48616,2018,MO,HIOS,Ameritas PPO Dental Network,www.ameritasgroup.com,13,,
48786,48786,2018,MO,HIOS,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,13,,
59976,59976,2018,MO,HIOS,Lincoln Dental Connect,http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L,13,,
